Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
70;M03;Mortalidade neonatal tardia;Taxa de mortalidade de 7 a 27 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer dos 7 aos 27 dias de vida. 2 - Reflete, de maneira geral, as condições socioeconômicas e de saúde da mãe, bem como a inadequada assistência pré-natal, ao parto e ao recém-nascido.;Numerador: número de óbitos de residentes de 7 a 27 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes.;SIM, SINASC e Busca Ativa.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;De 2000 a 2013, foram utilizados dados estimados pelo projeto de Busca Ativa do Ministério da Saúde e Fiocruz. De 2014 a 2016, dados estimados pelo MS/SVS/CGIAE utilizando a metodologia do Busca Ativa. Nota: O CGI Demográfico e o de Mortalidade da RIPSA, consideraram as Unidades da Federação Espírito Santo, Rio de Janeiro, São Paulo, Paraná, Santa Catarina, Rio Grande do Sul, Mato Grosso do Sul e Distrito Federal com boa qualidade de informação no SIM e no Sinasc, permitindo o cálculo direto de indicadores para estas Unidades da Federação. Assim, nesse período essas Unidades da Federação apresentam taxas de 100% de cobertura, pois não foram realizadas estimativas corrigidas pelo Busca Ativa.;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
71;M04;Mortalidade pós-neonatal;Taxa de mortalidade de 28 a 364 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer dos 28 aos 364 dias de vida. 2 - De maneira geral, denota o desenvolvimento socioeconômico e a infra-estrutura ambiental, que condicionam a desnutrição infantil e as infecções a ela associadas. O acesso e a qualidade dos recursos disponíveis para atenção à saúde materno-infantil são também determinantes da mortalidade nesse grupo etário. 3 - Quando a taxa de mortalidade infantil é alta, a mortalidade pós-neonatal é, frequentemente, o componente mais elevado.;Numerador: número de óbitos de residentes de 28 a 364 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes.;SIM, SINASC e Busca Ativa.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;De 2000 a 2013, foram utilizados dados estimados pelo projeto de Busca Ativa do Ministério da Saúde e Fiocruz. De 2014 a 2016, dados estimados pelo MS/SVS/CGIAE utilizando a metodologia do Busca Ativa. Nota: O CGI Demográfico e o de Mortalidade da RIPSA, consideraram as Unidades da Federação Espírito Santo, Rio de Janeiro, São Paulo, Paraná, Santa Catarina, Rio Grande do Sul, Mato Grosso do Sul e Distrito Federal com boa qualidade de informação no SIM e no Sinasc, permitindo o cálculo direto de indicadores para estas Unidades da Federação. Assim, nesse período essas Unidades da Federação apresentam taxas de 100% de cobertura, pois não foram realizadas estimativas corrigidas pelo Busca Ativa.;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
72;M05;Mortalidade proporcional por doença diarreica aguda em menores de 5 anos;Percentual dos óbitos por doença diarreica aguda (DDA) em relação ao total de óbitos de menores de 5 anos de idade, na população residente em determinado espaço geográfico, no ano considerado.;1 - Mede a participação relativa dos óbitos atribuídos à doença diarreica aguda na mortalidade de menores de 5 anos de idade. 2 - Reflete as condições socioeconômicas e de saneamento, bem como as ações de atenção à saúde da criança, principalmente a utilização de procedimentos básicos como a terapia de reidratação.;Numerador: número de óbitos de residentes menores de 5 anos por doença diarréica aguda X 100. Denominador: número total de óbitos de residentes menores de 5 anos por causas definidas. Códigos CID-10: A00 a A09.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Requer informações adicionais sobre o risco de morte por doença diarreica aguda, pois o aumento (ou redução) proporcional de óbitos por essa causa pode ser devido a variações da frequência de outras causas no mesmo grupo etário.;REDE Interagencial de informação para a Saúde - Ripsa. Indicadores básicos para a saúde no Brasil: conceitos e aplicações. 2. ed. Brasília: OPAS, 2008. Disponível em: http://www.ripsa.org.br/2014/10/30/indicadores-basicos-para-a-saude-no-brasil-conceitos-e-aplicacoes-livro-2a-edicao-2008-2/;;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
73;M06;Mortalidade por causas externas;Taxa de mortalidade por causas externas (acidentes e violência), por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por causas externas e dimensiona a sua magnitude como problema de saúde pública. 2 - Reflete aspectos culturais e de desenvolvimento socioeconômico, com o concurso de fatores de risco específicos para cada tipo de acidente ou violência. 3 - Expressa as condições da assistência médica dispensada e a qualidade do registro das ocorrências.;Numerador: número de óbitos de residentes por causas externas X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: V01 a Y98.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Imprecisões na declaração da intencionalidade da ocorrência (homicídio, suicídio ou acidente) condicionam o aumento da proporção de causas externas de intenção não determinada, comprometendo a qualidade do indicador. Isto ocorre sempre que é registrada apenas a natureza da lesão observada (capítulo XIX da CID-10 e capítulo XVII da CID-9), dificultando a codificação segundo a causa externa (capítulo XX da CID-10 e classificação suplementar de causas externas da CID-9).;REDE Interagencial de informação para a Saúde - Ripsa. Indicadores básicos para a saúde no Brasil: conceitos e aplicações. 2. ed. Brasília: OPAS, 2008. Disponível em: http://www.ripsa.org.br/2014/10/30/indicadores-basicos-para-a-saude-no-brasil-conceitos-e-aplicacoes-livro-2a-edicao-2008-2/;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
74;M07;Mortalidade por doenças do aparelho circulatório;Taxa de mortalidade por doenças do aparelho circulatório, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças do aparelho circulatório e dimensiona a sua magnitude como problema de saúde pública. 2 - Retrata a incidência dessas doenças na população, associada a fatores de risco como tabagismo, hipertensão, obesidade, hipercolesterolemia, diabete, sedentarismo e estresse. 3 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças do aparelho circulatório X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: I00 a I99.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
75;M08;Mortalidade por doenças isquêmicas do coração;Taxa de mortalidade por doenças isquêmicas do coração, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças isquêmicas do coração e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças isquêmicas do coração x 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: I20 a I25.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
76;M09;Mortalidade por doenças cerebrovasculares;Taxa de mortalidade por doenças cerebrovasculares, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças cerebrovasculares e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças cerebrovasculares x 100.000. Denominador: população total residente ao meio do ano. Códigos CID-10: I60-I69.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - A taxa de mortalidade específica não padronizada por idade está sujeitas à influência de variações na composição etária da população, o que exige cautela nas comparações entre áreas geográficas e para períodos distintos. 2 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 3 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
77;M10;Mortalidade por neoplasia maligna de colo do útero;Taxa de mortalidade por neoplasia maligna de colo do útero, por 100 mil habitantes do sexo feminino, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por neoplasias malignas de colo do útero e dimensiona a sua magnitude como problema de saúde pública. 2 - Retrata a incidência dessas doenças na população, associada ao envelhecimento e a fatores de risco específicos, de natureza dietética, comportamental, ambiental e genética. 3 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes do sexo feminino por neoplasia maligna de colo do útero x 100.000. Denominador: população residente do sexo feminino ajustada ao meio do ano. Código CID-10: C53.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Adite-se que as taxas para neoplasias do colo do útero estejam subestimadas, por codificação incorreta como útero porção não especificada.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
78;M11;Mortalidade por neoplasia maligna da mama;Taxa de mortalidade por neoplasia maligna de mama, por 100 mil habitantes do sexo feminino, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por neoplasias malignas de mama e dimensiona a sua magnitude como problema de saúde pública. 2 - Retrata a incidência dessas doenças na população, associada ao envelhecimento e a fatores de risco específicos, de natureza dietética, comportamental, ambiental e genética. 3 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes do sexo feminino por neoplasia maligna da mama x 100.000. Denominador: população residente do sexo feminino ajustada ao meio do ano. Código CID-10: C50.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
79;M12;Mortalidade por neoplasia maligna de próstata;Taxa de mortalidade por neoplasia maligna de próstata, por 100 mil habitantes do sexo masculino, na população residente em determinado espaço geográfico, no ano considerado;1 - Estima o risco de morte por neoplasia maligna de próstata e dimensiona a sua magnitude como problema de saúde pública. 2 - Retrata a incidência dessas doenças na população, associada ao envelhecimento e a fatores de risco específicos, de natureza dietética, comportamental, ambiental e genética. 3 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes do sexo masculino por neoplasia maligna de próstata x 100.000. Denominador: população residente do sexo masculino ajustada ao meio do ano. Código CID-10: C61.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
80;M13;Mortalidade por suicídio;Taxa de mortalidade por suicídio, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por suicídio e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa as condições da assistência médica dispensada e a qualidade do registro das ocorrências.;Numerador: número de óbitos de residentes por suicídio X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: X60- X84 e Y87.0.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Imprecisões na declaração da intencionalidade da ocorrência (homicídio, suicídio ou acidente) condicionam o aumento da proporção de causas externas de intenção não determinada, comprometendo a qualidade do indicador. Isto ocorre sempre que é registrada apenas a natureza da lesão observada (capítulo XIX da CID-10 e capítulo XVII da CID-9), dificultando a codificação segundo a causa externa (capítulo XX da CID-10 e classificação suplementar de causas externas da CID-9).;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
81;M14;Mortalidade por acidentes de transporte terrestre;Taxa de mortalidade por acidentes de transporte terrestre, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por acidentes de transporte terrestre e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa as condições da assistência médica dispensada e a qualidade do registro das ocorrências.;Numerador: número de óbitos de residentes por acidentes de transporte terrestre X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: V01-V89.;SIM.;;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Imprecisões na declaração da intencionalidade da ocorrência (homicídio, suicídio ou acidente) condicionam o aumento da proporção de causas externas de intenção não determinada, comprometendo a qualidade do indicador. Isto ocorre sempre que é registrada apenas a natureza da lesão observada (capítulo XIX da CID-10 e capítulo XVII da CID-9), dificultando a codificação segundo a causa externa (capítulo XX da CID-10 e classificação suplementar de causas externas da CID-9).;;;;2000;2016;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
82;N01;Mobilidade articular;Percentual da população de 60 anos ou mais que refere limitação para as atividades de abaixar-se, ajoelhar-se ou curvar-se.;Este indicador de morbidade referida destina-se a captar a dificuldade realizar movimentos articulares dentro da amplitude necessária durante a execução de atividades diárias.;Numerador: número de pessoas com 60 anos ou mais que referem não conseguir ou ter grande dificuldade para abaixar-se, ajoelhar-se ou curvar-se X 100. Denominador: total de pessoas com 60 anos ou mais.;PNAD/IBGE.;;Quinquenal.;Quinquenal.;1998 - 2008;Brasil, Grandes Regiões e UFs.;;Estado Funcional.;A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;Para o cálculo das estimativas foram consideradas as informações do desenho amostral. Os gráficos estão acompanhados dos intervalos de confiança (IC 95%).;;1998;2008;1;0;3;1;2;1;1;0;0;0;0;1;1;0;S
83;N02;Mobilidade física;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro.;Esse indicador destina-se a captar a aptidão física associada ao desempenho cardiorrespiratório. Também pode estar associado à existência de problemas no sistema osteomuscular.;Numerador: número de pessoas com 60 anos ou mais que referem não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro X 100. Denominador: total de pessoas com 60 anos ou mais.;PNAD/IBGE.;;Quinquenal.;Quinquenal.;1998 - 2008;Brasil, Grandes Regiões e UFs.;;Estado Funcional.;A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;Para o cálculo das estimativas foram consideradas as informações do desenho amostral. Os gráficos estão acompanhados dos intervalos de confiança (IC 95%).;;1998;2008;1;0;3;1;2;1;1;0;0;0;0;1;1;0;S
84;N03;Incapacidade funcional para atividades de vida diária;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para alimentar-se, tomar banho ou ir ao banheiro.;Medida geral de morbidade que indica limitação ou falta de autonomia para exercer atividades de vida diária.;Numerador: número de pessoas com 60 anos ou mais que referem não conseguir ou ter grande dificuldade para alimentar-se, tomar banho ou ir ao banheiro X 100. Denominador: total de pessoas com 60 anos ou mais.;PNAD/IBGE.;;Quinquenal.;Quinquenal.;1998 - 2008;Brasil, Grandes Regiões e UFs.;;Estado Funcional.;A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;Para o cálculo das estimativas foram consideradas as informações do desenho amostral. Os gráficos estão acompanhados dos intervalos de confiança (IC 95%).;;1998;2008;1;0;3;1;2;1;1;0;0;0;0;1;1;0;S
85;O01;Restrição para exercer atividades rotineiras;Percentual da população que referiu restrição para exercer atividades rotineiras por motivos de saúde.;Medida geral de morbidade que indica restrição temporária na execução de atividades rotineiras por motivo de saúde.;Numerador: população que referiu restrições para exercer atividades rotineiras nos últimos 15 dias antes da entrevista X 100. Denominador: total da população residente.;PNAD e PNS.;;Quinquenal.;Quinquenal.;1998 - 2013;Brasil, Grandes Regiões e UFs.;;Morbidade.;A informação é fornecida por outras pessoas quando o indivíduo está ausente do domicílio no momento da entrevista.;;1 - Para o cálculo das estimativas foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%). 3 - Os dados de 2013 tem como fonte a questão J2 da Pesquisa Nacional de Saúde (PNS).;;1998;2013;1;0;3;1;2;1;1;0;0;0;0;1;1;0;S
86;O02;Prevalência de diabetes;Percentual da população entre 20 e 79 anos que refere ter tido diagnóstico de diabetes por médico ou profissional de saúde.;Estima a prevalência de diabetes diagnosticada por médico ou profissional de saúde referida pela população.;Numerador: número de pessoas de 20 a 79 anos que referem ter tido diagnóstico de diabetes por médico ou profissional de saúde X 100. Denominador: população total residente de 20 a 79 anos.;PNAD e PNS.;;Quinquenal.;Quinquenal.;1998 - 2013;Brasil, Grandes Regiões e UFs.;;Morbidade.;1 - A estimativa depende do acesso à consulta médica. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;Atla Internacional do Diabetes. https://www.idf.org/sites/default/files/Atlas-poster-2014_EN.pdf;1 - Para o cálculo das estimativas foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%). 3 - Os dados de 2013 tem como fonte a questão Q30 da Pesquisa Nacional de Saúde (PNS).;;1998;2013;0;0;3;0;0;0;1;0;0;0;0;1;0;0;S
87;O03;Prevalência de hipertensão;Percentual da população entre 20 e 79 anos que refere ter tido diagnóstico de hipertensão por médico ou profissional de saúde.;Estima a prevalência de hipertensão diagnosticada por médico ou profissional de saúde referida pela população.;Numerador: número de pessoas de 20 a 79 anos que referem ter tido diagnóstico de hipertensão por médico ou profissional de saúde X 100. Denominador: população total residente de 20 a 79 anos.;PNAD e PNS.;;Quinquenal.;Quinquenal.;1998 - 2013;Brasil, Grandes Regiões e UFs.;;Morbidade.;1 - A estimativa depende do acesso à consulta médica. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;1 - Para o cálculo das estimativas foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%). 3 - Os dados de 2013 tem como fonte a questão Q2 da Pesquisa Nacional de Saúde (PNS).;;1998;2013;0;0;3;0;0;0;1;0;0;0;0;1;0;0;S
88;O04;Incidência de dengue;Número de casos novos confirmados de dengue (clássica e febre hemorrágica da dengue), por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de ocorrência de casos de dengue, em períodos endêmicos e epidêmicos, numa determinada população em intervalo de tempo determinado. 2 - Está relacionada à picada do mosquito Aedes aegypti infectado com o vírus da dengue (grupo dos flavivírus), dos sorotipos 1, 2, 3 ou 4. 3 - Está associada a condições socioambientais propícias à proliferação do Aedes aegypti e a insuficientes ações de controle vetorial.;Numerador: número de casos novos confirmados de dengue (todas as formas) em residentes X 100.000. Denominador: população total residente no período determinado. Códigos CID-10: A90-A91.;SINAN.;A OMS considera que taxas acima de 300 casos por 100 mil habitantes indicam situação epidêmica.;Mensal.;Anual.;2001 - 2015;Brasil, Grandes Regiões e UFs.;;Morbidade.;1 - Depende das condições técnico-operacionais do sistema de vigilância epidemiológica, em cada área geográfica, para detectar, notificar, investigar e realizar testes laboratoriais específicos para a confirmação diagnóstica de casos de dengue. 2 - Pode apresentar subnotificação devido a dificuldades para identificar as formas clínicas leves e moderadas, que constituem a maioria dos casos de dengue. Em situações epidêmicas, esses casos tendem a ser confirmados apenas em base clínico-epidemiológica, o que impõe atenção na análise de séries temporais. 3 - Os dados utilizados neste indicador não estão desagregados por formas clínicas (dengue clássico e febre hemorrágica da dengue) nem por tipos de vírus circulantes.;;;;2001;2015;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
89;O05;Prevalência de pacientes em diálise realizada no SUS;Número de pacientes submetidos a tratamento de diálise renal no Sistema Único de Saúde (SUS), por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Mede a frequência de pessoas residentes que recebem tratamento de diálise no SUS, em relação à população geral. 2 - Reflete a ocorrência de portadores de insuficiência renal crônica e a oferta de serviços de diálise no SUS. O atendimento a esses pacientes representa uma parcela importante dos recursos públicos gastos com assistência médica. 3 - A demanda por tratamento de diálise tende a acompanhar o aumento da expectativa de vida e da proporção de idosos na população. Medidas de prevenção da hipertensão, diabetes e outras doenças afetam a taxa de prevalência de pacientes em diálise.;Numerador: número de residentes submetidos à diálise renal financiada pelo SUS X 100.000. Denominador: população total residente.;SIA.;"""""""O documento """"""""Critérios e Parâmetros para o Planejamento e Programação de Ações e Serviços de Saúde no âmbito do Sistema Único de Saúde"""""""", publicado pela Portaria nº 1.631, de 1º. de outubro de 2015, traz as seguintes estimativas de casos para programação da assistência à pacientes em Diálise (estágio 5 da Doença Renal Crônica): incidência anual estimada de pacientes novos em Diálise =0,014% da população com 20 anos e mais prevalência estimada de pacientes em Diálise = 0,075% da população com 20 anos e mais óbitos estimados = 0,013% da população com 20 anos e mais. Nos países da OECD, a prevalência de pessoas em diálise aumentou de 19 para 65 por 100 mil habitantes entre 1985 e 2007. A OMS e especialistas da área estimam que 40 pacientes por 100.000 habitantes por ano necessitarão dessa terapia.""""""";Mensal.;Anual.;2008 - 2017;Brasil, Grandes Regiões e UFs.;;Morbidade.;1 - A oferta de serviços de diálise reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento adotados no âmbito do SUS. 2 - Não são considerados os atendimentos em unidades sem vínculo com o SUS, embora se estime que essa parcela corresponda a apenas 4% de todos os procedimentos de diálise realizados no país.;1- BRASIL. Ministério da Saúde. Secretaria de Atenção à Saúde. Departamento de Regulação, Avaliação e Controle de Sistemas Critérios e Parâmetros para o Planejamento e Programação de Ações e Serviços de Saúde no âmbito do Sistema Único de Saúde. Brasília, Ministério da Saúde, 2015. Disponível em: http://portalsaude.saude.gov.br/images/pdf/2015/outubro/02/ParametrosSUS.pdf. 2 - OECD, Health at a Glance 2009: OECD Indicators, OECD Publishing.;;;2008;2017;0;0;3;0;0;0;1;0;0;0;3;1;0;0;S
90;O06;Avaliação negativa da saúde;Percentual da população considerada com estado de saúde ruim ou muito ruim.;Indica uma auto classificação global do estado de saúde para a qual a pessoa considera, além de possíveis doenças, o impacto das patologias ou da ausência delas no bem estar geral: físico, mental e social. As análises dos estudos mostram que este indicador está altamente correlacionado com medidas objetivas de morbidade e mortalidade.;Numerador: número de pessoas com estado de saúde ruim ou muito ruim X 100. Denominador: número total de pessoas.;PNAD e PNS.;;Quinquenal.;Quinquenal.;1998 - 2013;Brasil, Grandes Regiões e UFs.;;Morbidade.;1 - No caso de moradores ausentes, a avaliação é feita por outros moradores entrevistados. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;1 - Idler EL & Benyamini Y. Self-rated health and mortality: a review of twenty-seven community studies. Journal of Health and Social Behavior, 1997, 38:21-37. 2 - McDowell I & Newell C. Measuring health: a guide to rating scales and questionnaires. Oxford University Press, 1996. 3 -Sturgis P, Thomas R, Purdon S, Bridgwood A, Dodd T. Comparative review and assessment of key health state measures of the general population. Department of Health, Londres, 2001.;1 - Para o cálculo das estimativas, foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%). 3 - Os dados de 2013 tem como fonte a questão J1 da Pesquisa Nacional de Saúde (PNS).;;1998;2013;1;0;3;1;2;1;1;0;0;0;0;1;1;0;S
